Level1 Job Census Hier Desc,Level1 Job Census Hier Desc,Placeholder,Age At Census Range,Ethnic Desc,Calendar Yr Mo Name Concat,Campus Level Census Cnt
Regular Faculty,Regular Faculty,-,60 Years Old and Over,Other Hispanic/Latino,2016 Oct,20
Regular Faculty,Regular Faculty,-,60 Years Old and Over,South Asian,2008 Oct,6
Regular Faculty,Regular Faculty,-,60 Years Old and Over,South Asian,2009 Oct,6
Regular Faculty,Regular Faculty,-,60 Years Old and Over,South Asian,2010 Oct,6
Regular Faculty,Regular Faculty,-,60 Years Old and Over,South Asian,2011 Oct,6
Regular Faculty,Regular Faculty,-,60 Years Old and Over,South Asian,2012 Oct,6
Regular Faculty,Regular Faculty,-,60 Years Old and Over,South Asian,2013 Oct,5
Regular Faculty,Regular Faculty,-,60 Years Old and Over,South Asian,2014 Oct,6
Regular Faculty,Regular Faculty,-,60 Years Old and Over,South Asian,2015 Oct,5
Regular Faculty,Regular Faculty,-,60 Years Old and Over,South Asian,2016 Oct,6
Regular Faculty,Regular Faculty,-,60 Years Old and Over,White,2008 Oct,375
Regular Faculty,Regular Faculty,-,60 Years Old and Over,White,2009 Oct,377
Regular Faculty,Regular Faculty,-,60 Years Old and Over,White,2010 Oct,372
Regular Faculty,Regular Faculty,-,60 Years Old and Over,White,2011 Oct,362
Regular Faculty,Regular Faculty,-,60 Years Old and Over,White,2012 Oct,380
Regular Faculty,Regular Faculty,-,60 Years Old and Over,White,2013 Oct,376
Regular Faculty,Regular Faculty,-,60 Years Old and Over,White,2014 Oct,365
Regular Faculty,Regular Faculty,-,60 Years Old and Over,White,2015 Oct,366
Regular Faculty,Regular Faculty,-,60 Years Old and Over,White,2016 Oct,366
Staff,Staff,-,29 Years Old and Under,2 or More Races - Non-URM,2015 Oct,8
Staff,Staff,-,29 Years Old and Under,2 or More Races - Non-URM,2016 Oct,13
Staff,Staff,-,29 Years Old and Under,2 or More Races - URM,2015 Oct,2
Staff,Staff,-,29 Years Old and Under,2 or More Races - URM,2016 Oct,3
Staff,Staff,-,29 Years Old and Under,African American/Black,2008 Oct,173
Staff,Staff,-,29 Years Old and Under,African American/Black,2009 Oct,100
Staff,Staff,-,29 Years Old and Under,African American/Black,2010 Oct,79
Staff,Staff,-,29 Years Old and Under,African American/Black,2011 Oct,75
Staff,Staff,-,29 Years Old and Under,African American/Black,2012 Oct,93
Staff,Staff,-,29 Years Old and Under,African American/Black,2013 Oct,135
Staff,Staff,-,29 Years Old and Under,African American/Black,2014 Oct,137
Staff,Staff,-,29 Years Old and Under,African American/Black,2015 Oct,164
Staff,Staff,-,29 Years Old and Under,African American/Black,2016 Oct,120
Staff,Staff,-,29 Years Old and Under,Asian,2016 Oct,3
Staff,Staff,-,29 Years Old and Under,Chinese,2008 Oct,137
Staff,Staff,-,29 Years Old and Under,Chinese,2009 Oct,124
Staff,Staff,-,29 Years Old and Under,Chinese,2010 Oct,125
Staff,Staff,-,29 Years Old and Under,Chinese,2011 Oct,116
Staff,Staff,-,29 Years Old and Under,Chinese,2012 Oct,108
Staff,Staff,-,29 Years Old and Under,Chinese,2013 Oct,115
Staff,Staff,-,29 Years Old and Under,Chinese,2014 Oct,137
Staff,Staff,-,29 Years Old and Under,Chinese,2015 Oct,137
Staff,Staff,-,29 Years Old and Under,Chinese,2016 Oct,105
Staff,Staff,-,29 Years Old and Under,Decline to State,2008 Oct,131
Staff,Staff,-,29 Years Old and Under,Decline to State,2009 Oct,152
Staff,Staff,-,29 Years Old and Under,Decline to State,2010 Oct,129
Staff,Staff,-,29 Years Old and Under,Decline to State,2011 Oct,140
Staff,Staff,-,29 Years Old and Under,Decline to State,2012 Oct,193
Staff,Staff,-,29 Years Old and Under,Decline to State,2013 Oct,196
Staff,Staff,-,29 Years Old and Under,Decline to State,2014 Oct,207
Staff,Staff,-,29 Years Old and Under,Decline to State,2015 Oct,275
Staff,Staff,-,29 Years Old and Under,Decline to State,2016 Oct,316
Staff,Staff,-,29 Years Old and Under,European,2015 Oct,102
Staff,Staff,-,29 Years Old and Under,European,2016 Oct,152
Staff,Staff,-,29 Years Old and Under,Filipino,2008 Oct,64
Staff,Staff,-,29 Years Old and Under,Filipino,2009 Oct,53
Staff,Staff,-,29 Years Old and Under,Filipino,2010 Oct,48
Staff,Staff,-,29 Years Old and Under,Filipino,2011 Oct,46
Staff,Staff,-,29 Years Old and Under,Filipino,2012 Oct,48
Staff,Staff,-,29 Years Old and Under,Filipino,2013 Oct,69
Staff,Staff,-,29 Years Old and Under,Filipino,2014 Oct,73
Staff,Staff,-,29 Years Old and Under,Filipino,2015 Oct,82
Staff,Staff,-,29 Years Old and Under,Filipino,2016 Oct,69
Staff,Staff,-,29 Years Old and Under,Hispanic,2015 Oct,3
Staff,Staff,-,29 Years Old and Under,Hispanic,2016 Oct,4
Staff,Staff,-,29 Years Old and Under,Japanese,2008 Oct,18
Staff,Staff,-,29 Years Old and Under,Japanese,2009 Oct,27
Staff,Staff,-,29 Years Old and Under,Japanese,2010 Oct,29
Staff,Staff,-,29 Years Old and Under,Japanese,2011 Oct,31
Staff,Staff,-,29 Years Old and Under,Japanese,2012 Oct,30
Staff,Staff,-,29 Years Old and Under,Japanese,2013 Oct,26
Staff,Staff,-,29 Years Old and Under,Japanese,2014 Oct,30
Staff,Staff,-,29 Years Old and Under,Japanese,2015 Oct,27
Staff,Staff,-,29 Years Old and Under,Japanese,2016 Oct,23
Staff,Staff,-,29 Years Old and Under,Korean,2015 Oct,7
Staff,Staff,-,29 Years Old and Under,Korean,2016 Oct,5
Staff,Staff,-,29 Years Old and Under,Mexican American/Chicano,2008 Oct,144
Staff,Staff,-,29 Years Old and Under,Mexican American/Chicano,2009 Oct,113
Staff,Staff,-,29 Years Old and Under,Mexican American/Chicano,2010 Oct,107
Staff,Staff,-,29 Years Old and Under,Mexican American/Chicano,2011 Oct,105
Staff,Staff,-,29 Years Old and Under,Mexican American/Chicano,2012 Oct,115
Staff,Staff,-,29 Years Old and Under,Mexican American/Chicano,2013 Oct,142
Staff,Staff,-,29 Years Old and Under,Mexican American/Chicano,2014 Oct,142
Staff,Staff,-,29 Years Old and Under,Mexican American/Chicano,2015 Oct,145
Staff,Staff,-,29 Years Old and Under,Mexican American/Chicano,2016 Oct,141
Staff,Staff,-,29 Years Old and Under,Middle Eastern,2015 Oct,7
Staff,Staff,-,29 Years Old and Under,Middle Eastern,2016 Oct,12
Staff,Staff,-,29 Years Old and Under,Native American/Alaska Native,2008 Oct,6
Staff,Staff,-,29 Years Old and Under,Native American/Alaska Native,2009 Oct,2
Staff,Staff,-,29 Years Old and Under,Native American/Alaska Native,2010 Oct,4
Staff,Staff,-,29 Years Old and Under,Native American/Alaska Native,2011 Oct,5
Staff,Staff,-,29 Years Old and Under,Native American/Alaska Native,2012 Oct,3
Staff,Staff,-,29 Years Old and Under,Native American/Alaska Native,2013 Oct,6
Staff,Staff,-,29 Years Old and Under,Native American/Alaska Native,2014 Oct,5
Staff,Staff,-,29 Years Old and Under,Native American/Alaska Native,2015 Oct,8
Staff,Staff,-,29 Years Old and Under,Native American/Alaska Native,2016 Oct,8
Staff,Staff,-,29 Years Old and Under,North African,2016 Oct,1
Staff,Staff,-,29 Years Old and Under,Other Asian,2008 Oct,95
Staff,Staff,-,29 Years Old and Under,Other Asian,2009 Oct,79
Staff,Staff,-,29 Years Old and Under,Other Asian,2010 Oct,71
Staff,Staff,-,29 Years Old and Under,Other Asian,2011 Oct,80
Staff,Staff,-,29 Years Old and Under,Other Asian,2012 Oct,90
Staff,Staff,-,29 Years Old and Under,Other Asian,2013 Oct,100
Staff,Staff,-,29 Years Old and Under,Other Asian,2014 Oct,95
Staff,Staff,-,29 Years Old and Under,Other Asian,2015 Oct,92
Staff,Staff,-,29 Years Old and Under,Other Asian,2016 Oct,64
Staff,Staff,-,29 Years Old and Under,Other Hispanic/Latino,2008 Oct,93
Staff,Staff,-,29 Years Old and Under,Other Hispanic/Latino,2009 Oct,69
Staff,Staff,-,29 Years Old and Under,Other Hispanic/Latino,2010 Oct,55
Staff,Staff,-,29 Years Old and Under,Other Hispanic/Latino,2011 Oct,63
Staff,Staff,-,29 Years Old and Under,Other Hispanic/Latino,2012 Oct,63
Staff,Staff,-,29 Years Old and Under,Other Hispanic/Latino,2013 Oct,66
Staff,Staff,-,29 Years Old and Under,Other Hispanic/Latino,2014 Oct,82
Staff,Staff,-,29 Years Old and Under,Other Hispanic/Latino,2015 Oct,93
Staff,Staff,-,29 Years Old and Under,Other Hispanic/Latino,2016 Oct,85
Staff,Staff,-,29 Years Old and Under,Pacific Islander,2013 Oct,2
Staff,Staff,-,29 Years Old and Under,Pacific Islander,2014 Oct,2
Staff,Staff,-,29 Years Old and Under,Pacific Islander,2015 Oct,4
Staff,Staff,-,29 Years Old and Under,Pacific Islander,2016 Oct,7
Staff,Staff,-,29 Years Old and Under,South Asian,2008 Oct,27
Staff,Staff,-,29 Years Old and Under,South Asian,2009 Oct,25
Staff,Staff,-,29 Years Old and Under,South Asian,2010 Oct,22
Staff,Staff,-,29 Years Old and Under,South Asian,2011 Oct,30
Staff,Staff,-,29 Years Old and Under,South Asian,2012 Oct,32
Staff,Staff,-,29 Years Old and Under,South Asian,2013 Oct,35
Staff,Staff,-,29 Years Old and Under,South Asian,2014 Oct,32
Staff,Staff,-,29 Years Old and Under,South Asian,2015 Oct,32
Staff,Staff,-,29 Years Old and Under,South Asian,2016 Oct,22
Staff,Staff,-,29 Years Old and Under,Unknown,2012 Oct,4
Staff,Staff,-,29 Years Old and Under,Unknown,2013 Oct,2
Staff,Staff,-,29 Years Old and Under,Unknown,2014 Oct,5
Staff,Staff,-,29 Years Old and Under,Vietnamese,2015 Oct,7
Staff,Staff,-,29 Years Old and Under,Vietnamese,2016 Oct,8
Staff,Staff,-,29 Years Old and Under,White,2008 Oct,600
Staff,Staff,-,29 Years Old and Under,White,2009 Oct,535
Staff,Staff,-,29 Years Old and Under,White,2010 Oct,466
Staff,Staff,-,29 Years Old and Under,White,2011 Oct,501
Staff,Staff,-,29 Years Old and Under,White,2012 Oct,545
Staff,Staff,-,29 Years Old and Under,White,2013 Oct,575
Staff,Staff,-,29 Years Old and Under,White,2014 Oct,600
Staff,Staff,-,29 Years Old and Under,White,2015 Oct,462
Staff,Staff,-,29 Years Old and Under,White,2016 Oct,297
Staff,Staff,-,30 - 39 Years Old,2 or More Races - Non-URM,2015 Oct,5
Staff,Staff,-,30 - 39 Years Old,2 or More Races - Non-URM,2016 Oct,6
Staff,Staff,-,30 - 39 Years Old,2 or More Races - URM,2015 Oct,2
Staff,Staff,-,30 - 39 Years Old,2 or More Races - URM,2016 Oct,7
Staff,Staff,-,30 - 39 Years Old,African American/Black,2008 Oct,207
Staff,Staff,-,30 - 39 Years Old,African American/Black,2009 Oct,173
Staff,Staff,-,30 - 39 Years Old,African American/Black,2010 Oct,171
Staff,Staff,-,30 - 39 Years Old,African American/Black,2011 Oct,172
Staff,Staff,-,30 - 39 Years Old,African American/Black,2012 Oct,167
Staff,Staff,-,30 - 39 Years Old,African American/Black,2013 Oct,205
Staff,Staff,-,30 - 39 Years Old,African American/Black,2014 Oct,218
Staff,Staff,-,30 - 39 Years Old,African American/Black,2015 Oct,234
Staff,Staff,-,30 - 39 Years Old,African American/Black,2016 Oct,202
Staff,Staff,-,30 - 39 Years Old,Asian,2016 Oct,1
Staff,Staff,-,30 - 39 Years Old,Chinese,2008 Oct,141
Staff,Staff,-,30 - 39 Years Old,Chinese,2009 Oct,135
Staff,Staff,-,30 - 39 Years Old,Chinese,2010 Oct,124
Staff,Staff,-,30 - 39 Years Old,Chinese,2011 Oct,124
Staff,Staff,-,30 - 39 Years Old,Chinese,2012 Oct,145
Staff,Staff,-,30 - 39 Years Old,Chinese,2013 Oct,140
Staff,Staff,-,30 - 39 Years Old,Chinese,2014 Oct,150
Staff,Staff,-,30 - 39 Years Old,Chinese,2015 Oct,140
Staff,Staff,-,30 - 39 Years Old,Chinese,2016 Oct,149
Staff,Staff,-,30 - 39 Years Old,Decline to State,2008 Oct,82
Staff,Staff,-,30 - 39 Years Old,Decline to State,2009 Oct,94
Staff,Staff,-,30 - 39 Years Old,Decline to State,2010 Oct,98
Staff,Staff,-,30 - 39 Years Old,Decline to State,2011 Oct,107
Staff,Staff,-,30 - 39 Years Old,Decline to State,2012 Oct,137
Staff,Staff,-,30 - 39 Years Old,Decline to State,2013 Oct,152
Staff,Staff,-,30 - 39 Years Old,Decline to State,2014 Oct,179
Staff,Staff,-,30 - 39 Years Old,Decline to State,2015 Oct,231
Staff,Staff,-,30 - 39 Years Old,Decline to State,2016 Oct,279
Staff,Staff,-,30 - 39 Years Old,European,2015 Oct,60
Staff,Staff,-,30 - 39 Years Old,European,2016 Oct,108
Staff,Staff,-,30 - 39 Years Old,Filipino,2008 Oct,87
Staff,Staff,-,30 - 39 Years Old,Filipino,2009 Oct,84
Staff,Staff,-,30 - 39 Years Old,Filipino,2010 Oct,80
Staff,Staff,-,30 - 39 Years Old,Filipino,2011 Oct,90
Staff,Staff,-,30 - 39 Years Old,Filipino,2012 Oct,84
Staff,Staff,-,30 - 39 Years Old,Filipino,2013 Oct,85
Staff,Staff,-,30 - 39 Years Old,Filipino,2014 Oct,88
Staff,Staff,-,30 - 39 Years Old,Filipino,2015 Oct,103
Staff,Staff,-,30 - 39 Years Old,Filipino,2016 Oct,100
Staff,Staff,-,30 - 39 Years Old,Japanese,2008 Oct,24
Staff,Staff,-,30 - 39 Years Old,Japanese,2009 Oct,22
Staff,Staff,-,30 - 39 Years Old,Japanese,2010 Oct,20
Staff,Staff,-,30 - 39 Years Old,Japanese,2011 Oct,17
Staff,Staff,-,30 - 39 Years Old,Japanese,2012 Oct,21
Staff,Staff,-,30 - 39 Years Old,Japanese,2013 Oct,28
Staff,Staff,-,30 - 39 Years Old,Japanese,2014 Oct,30
Staff,Staff,-,30 - 39 Years Old,Japanese,2015 Oct,34
Staff,Staff,-,30 - 39 Years Old,Japanese,2016 Oct,32
Staff,Staff,-,30 - 39 Years Old,Korean,2015 Oct,1
Staff,Staff,-,30 - 39 Years Old,Korean,2016 Oct,3
Staff,Staff,-,30 - 39 Years Old,Mexican American/Chicano,2008 Oct,192
Staff,Staff,-,30 - 39 Years Old,Mexican American/Chicano,2009 Oct,182
Staff,Staff,-,30 - 39 Years Old,Mexican American/Chicano,2010 Oct,175
Staff,Staff,-,30 - 39 Years Old,Mexican American/Chicano,2011 Oct,162
Staff,Staff,-,30 - 39 Years Old,Mexican American/Chicano,2012 Oct,178
Staff,Staff,-,30 - 39 Years Old,Mexican American/Chicano,2013 Oct,170
Staff,Staff,-,30 - 39 Years Old,Mexican American/Chicano,2014 Oct,176
Staff,Staff,-,30 - 39 Years Old,Mexican American/Chicano,2015 Oct,176
Staff,Staff,-,30 - 39 Years Old,Mexican American/Chicano,2016 Oct,172
Staff,Staff,-,30 - 39 Years Old,Middle Eastern,2015 Oct,5
Staff,Staff,-,30 - 39 Years Old,Middle Eastern,2016 Oct,5
Staff,Staff,-,30 - 39 Years Old,Native American/Alaska Native,2008 Oct,10
Staff,Staff,-,30 - 39 Years Old,Native American/Alaska Native,2009 Oct,11
Staff,Staff,-,30 - 39 Years Old,Native American/Alaska Native,2010 Oct,8
Staff,Staff,-,30 - 39 Years Old,Native American/Alaska Native,2011 Oct,7
Staff,Staff,-,30 - 39 Years Old,Native American/Alaska Native,2012 Oct,9
Staff,Staff,-,30 - 39 Years Old,Native American/Alaska Native,2013 Oct,9
Staff,Staff,-,30 - 39 Years Old,Native American/Alaska Native,2014 Oct,9
Staff,Staff,-,30 - 39 Years Old,Native American/Alaska Native,2015 Oct,10
Staff,Staff,-,30 - 39 Years Old,Native American/Alaska Native,2016 Oct,8
Staff,Staff,-,30 - 39 Years Old,North African,2015 Oct,1
Staff,Staff,-,30 - 39 Years Old,North African,2016 Oct,1
Staff,Staff,-,30 - 39 Years Old,Other Asian,2008 Oct,97
Staff,Staff,-,30 - 39 Years Old,Other Asian,2009 Oct,104
Staff,Staff,-,30 - 39 Years Old,Other Asian,2010 Oct,96
Staff,Staff,-,30 - 39 Years Old,Other Asian,2011 Oct,95
Staff,Staff,-,30 - 39 Years Old,Other Asian,2012 Oct,97
Staff,Staff,-,30 - 39 Years Old,Other Asian,2013 Oct,96
Staff,Staff,-,30 - 39 Years Old,Other Asian,2014 Oct,102
Staff,Staff,-,30 - 39 Years Old,Other Asian,2015 Oct,103
Staff,Staff,-,30 - 39 Years Old,Other Asian,2016 Oct,99
Staff,Staff,-,30 - 39 Years Old,Other Hispanic/Latino,2008 Oct,92
Staff,Staff,-,30 - 39 Years Old,Other Hispanic/Latino,2009 Oct,88
Staff,Staff,-,30 - 39 Years Old,Other Hispanic/Latino,2010 Oct,85
Staff,Staff,-,30 - 39 Years Old,Other Hispanic/Latino,2011 Oct,91
Staff,Staff,-,30 - 39 Years Old,Other Hispanic/Latino,2012 Oct,87
Staff,Staff,-,30 - 39 Years Old,Other Hispanic/Latino,2013 Oct,85
Staff,Staff,-,30 - 39 Years Old,Other Hispanic/Latino,2014 Oct,102
Staff,Staff,-,30 - 39 Years Old,Other Hispanic/Latino,2015 Oct,100
Staff,Staff,-,30 - 39 Years Old,Other Hispanic/Latino,2016 Oct,99
Staff,Staff,-,30 - 39 Years Old,Pacific Islander,2013 Oct,2
Staff,Staff,-,30 - 39 Years Old,Pacific Islander,2014 Oct,4
Staff,Staff,-,30 - 39 Years Old,Pacific Islander,2015 Oct,10
Staff,Staff,-,30 - 39 Years Old,Pacific Islander,2016 Oct,9
Staff,Staff,-,30 - 39 Years Old,South Asian,2008 Oct,37
Staff,Staff,-,30 - 39 Years Old,South Asian,2009 Oct,34
Staff,Staff,-,30 - 39 Years Old,South Asian,2010 Oct,29
Staff,Staff,-,30 - 39 Years Old,South Asian,2011 Oct,32
Staff,Staff,-,30 - 39 Years Old,South Asian,2012 Oct,41
Staff,Staff,-,30 - 39 Years Old,South Asian,2013 Oct,40
Staff,Staff,-,30 - 39 Years Old,South Asian,2014 Oct,56
Staff,Staff,-,30 - 39 Years Old,South Asian,2015 Oct,38
Staff,Staff,-,30 - 39 Years Old,South Asian,2016 Oct,44
Staff,Staff,-,30 - 39 Years Old,Unknown,2008 Oct,1
Staff,Staff,-,30 - 39 Years Old,Unknown,2009 Oct,1
Staff,Staff,-,30 - 39 Years Old,Unknown,2010 Oct,1
Staff,Staff,-,30 - 39 Years Old,Unknown,2011 Oct,2
Staff,Staff,-,30 - 39 Years Old,Unknown,2012 Oct,2
Staff,Staff,-,30 - 39 Years Old,Unknown,2013 Oct,3
Staff,Staff,-,30 - 39 Years Old,Unknown,2014 Oct,8
Staff,Staff,-,30 - 39 Years Old,Vietnamese,2015 Oct,1
Staff,Staff,-,30 - 39 Years Old,Vietnamese,2016 Oct,2
Staff,Staff,-,30 - 39 Years Old,White,2008 Oct,841
Staff,Staff,-,30 - 39 Years Old,White,2009 Oct,809
Staff,Staff,-,30 - 39 Years Old,White,2010 Oct,784
Staff,Staff,-,30 - 39 Years Old,White,2011 Oct,767
Staff,Staff,-,30 - 39 Years Old,White,2012 Oct,793
Staff,Staff,-,30 - 39 Years Old,White,2013 Oct,820
Staff,Staff,-,30 - 39 Years Old,White,2014 Oct,864
Staff,Staff,-,30 - 39 Years Old,White,2015 Oct,791
Staff,Staff,-,30 - 39 Years Old,White,2016 Oct,718
Staff,Staff,-,40 - 49 Years Old,2 or More Races - Non-URM,2015 Oct,1
Staff,Staff,-,40 - 49 Years Old,2 or More Races - Non-URM,2016 Oct,4
Staff,Staff,-,40 - 49 Years Old,2 or More Races - URM,2016 Oct,1
Staff,Staff,-,40 - 49 Years Old,African American/Black,2008 Oct,319
Staff,Staff,-,40 - 49 Years Old,African American/Black,2009 Oct,288
Staff,Staff,-,40 - 49 Years Old,African American/Black,2010 Oct,265
Staff,Staff,-,40 - 49 Years Old,African American/Black,2011 Oct,254
Staff,Staff,-,40 - 49 Years Old,African American/Black,2012 Oct,239
Staff,Staff,-,40 - 49 Years Old,African American/Black,2013 Oct,229
Staff,Staff,-,40 - 49 Years Old,African American/Black,2014 Oct,234
Staff,Staff,-,40 - 49 Years Old,African American/Black,2015 Oct,241
Staff,Staff,-,40 - 49 Years Old,African American/Black,2016 Oct,201
Staff,Staff,-,40 - 49 Years Old,Chinese,2008 Oct,176
Staff,Staff,-,40 - 49 Years Old,Chinese,2009 Oct,163
Staff,Staff,-,40 - 49 Years Old,Chinese,2010 Oct,160
Staff,Staff,-,40 - 49 Years Old,Chinese,2011 Oct,162
Staff,Staff,-,40 - 49 Years Old,Chinese,2012 Oct,156
Staff,Staff,-,40 - 49 Years Old,Chinese,2013 Oct,148
Staff,Staff,-,40 - 49 Years Old,Chinese,2014 Oct,136
Staff,Staff,-,40 - 49 Years Old,Chinese,2015 Oct,143
Staff,Staff,-,40 - 49 Years Old,Chinese,2016 Oct,126
Staff,Staff,-,40 - 49 Years Old,Decline to State,2008 Oct,59
Staff,Staff,-,40 - 49 Years Old,Decline to State,2009 Oct,67
Staff,Staff,-,40 - 49 Years Old,Decline to State,2010 Oct,69
Staff,Staff,-,40 - 49 Years Old,Decline to State,2011 Oct,88
Staff,Staff,-,40 - 49 Years Old,Decline to State,2012 Oct,100
Staff,Staff,-,40 - 49 Years Old,Decline to State,2013 Oct,107
Staff,Staff,-,40 - 49 Years Old,Decline to State,2014 Oct,123
Staff,Staff,-,40 - 49 Years Old,Decline to State,2015 Oct,140
Staff,Staff,-,40 - 49 Years Old,Decline to State,2016 Oct,175
Staff,Staff,-,40 - 49 Years Old,European,2015 Oct,33
Staff,Staff,-,40 - 49 Years Old,European,2016 Oct,66
Staff,Staff,-,40 - 49 Years Old,Filipino,2008 Oct,96
Staff,Staff,-,40 - 49 Years Old,Filipino,2009 Oct,88
Staff,Staff,-,40 - 49 Years Old,Filipino,2010 Oct,78
Staff,Staff,-,40 - 49 Years Old,Filipino,2011 Oct,73
Staff,Staff,-,40 - 49 Years Old,Filipino,2012 Oct,84
Staff,Staff,-,40 - 49 Years Old,Filipino,2013 Oct,97
Staff,Staff,-,40 - 49 Years Old,Filipino,2014 Oct,91
Staff,Staff,-,40 - 49 Years Old,Filipino,2015 Oct,96
Staff,Staff,-,40 - 49 Years Old,Filipino,2016 Oct,98
Staff,Staff,-,40 - 49 Years Old,Hispanic,2016 Oct,2
Staff,Staff,-,40 - 49 Years Old,Japanese,2008 Oct,49
Staff,Staff,-,40 - 49 Years Old,Japanese,2009 Oct,43
Staff,Staff,-,40 - 49 Years Old,Japanese,2010 Oct,43
Staff,Staff,-,40 - 49 Years Old,Japanese,2011 Oct,32
Staff,Staff,-,40 - 49 Years Old,Japanese,2012 Oct,33
Staff,Staff,-,40 - 49 Years Old,Japanese,2013 Oct,39
Staff,Staff,-,40 - 49 Years Old,Japanese,2014 Oct,37
Staff,Staff,-,40 - 49 Years Old,Japanese,2015 Oct,36
Staff,Staff,-,40 - 49 Years Old,Japanese,2016 Oct,30
Staff,Staff,-,40 - 49 Years Old,Korean,2016 Oct,1
Staff,Staff,-,40 - 49 Years Old,Mexican American/Chicano,2008 Oct,215
Staff,Staff,-,40 - 49 Years Old,Mexican American/Chicano,2009 Oct,203
Staff,Staff,-,40 - 49 Years Old,Mexican American/Chicano,2010 Oct,189
Staff,Staff,-,40 - 49 Years Old,Mexican American/Chicano,2011 Oct,178
Staff,Staff,-,40 - 49 Years Old,Mexican American/Chicano,2012 Oct,185
Staff,Staff,-,40 - 49 Years Old,Mexican American/Chicano,2013 Oct,184
Staff,Staff,-,40 - 49 Years Old,Mexican American/Chicano,2014 Oct,207
Staff,Staff,-,40 - 49 Years Old,Mexican American/Chicano,2015 Oct,207
Staff,Staff,-,40 - 49 Years Old,Mexican American/Chicano,2016 Oct,191
Staff,Staff,-,40 - 49 Years Old,Middle Eastern,2015 Oct,1
Staff,Staff,-,40 - 49 Years Old,Middle Eastern,2016 Oct,2
Staff,Staff,-,40 - 49 Years Old,Native American/Alaska Native,2008 Oct,18
Staff,Staff,-,40 - 49 Years Old,Native American/Alaska Native,2009 Oct,15
Staff,Staff,-,40 - 49 Years Old,Native American/Alaska Native,2010 Oct,14
Staff,Staff,-,40 - 49 Years Old,Native American/Alaska Native,2011 Oct,16
Staff,Staff,-,40 - 49 Years Old,Native American/Alaska Native,2012 Oct,19
Staff,Staff,-,40 - 49 Years Old,Native American/Alaska Native,2013 Oct,17
Staff,Staff,-,40 - 49 Years Old,Native American/Alaska Native,2014 Oct,16
Staff,Staff,-,40 - 49 Years Old,Native American/Alaska Native,2015 Oct,17
Staff,Staff,-,40 - 49 Years Old,Native American/Alaska Native,2016 Oct,14
Staff,Staff,-,40 - 49 Years Old,North African,2016 Oct,1
Staff,Staff,-,40 - 49 Years Old,Other Asian,2008 Oct,84
Staff,Staff,-,40 - 49 Years Old,Other Asian,2009 Oct,77
Staff,Staff,-,40 - 49 Years Old,Other Asian,2010 Oct,82
Staff,Staff,-,40 - 49 Years Old,Other Asian,2011 Oct,77
Staff,Staff,-,40 - 49 Years Old,Other Asian,2012 Oct,80
Staff,Staff,-,40 - 49 Years Old,Other Asian,2013 Oct,88
Staff,Staff,-,40 - 49 Years Old,Other Asian,2014 Oct,90
Staff,Staff,-,40 - 49 Years Old,Other Asian,2015 Oct,78
Staff,Staff,-,40 - 49 Years Old,Other Asian,2016 Oct,79
Staff,Staff,-,40 - 49 Years Old,Other Hispanic/Latino,2008 Oct,111
Staff,Staff,-,40 - 49 Years Old,Other Hispanic/Latino,2009 Oct,94
Staff,Staff,-,40 - 49 Years Old,Other Hispanic/Latino,2010 Oct,93
Staff,Staff,-,40 - 49 Years Old,Other Hispanic/Latino,2011 Oct,88
Staff,Staff,-,40 - 49 Years Old,Other Hispanic/Latino,2012 Oct,92
Staff,Staff,-,40 - 49 Years Old,Other Hispanic/Latino,2013 Oct,97
Staff,Staff,-,40 - 49 Years Old,Other Hispanic/Latino,2014 Oct,96
Staff,Staff,-,40 - 49 Years Old,Other Hispanic/Latino,2015 Oct,96
Staff,Staff,-,40 - 49 Years Old,Other Hispanic/Latino,2016 Oct,94
Staff,Staff,-,40 - 49 Years Old,Pacific Islander,2015 Oct,5
Staff,Staff,-,40 - 49 Years Old,Pacific Islander,2016 Oct,3
Staff,Staff,-,40 - 49 Years Old,South Asian,2008 Oct,19
Staff,Staff,-,40 - 49 Years Old,South Asian,2009 Oct,23
Staff,Staff,-,40 - 49 Years Old,South Asian,2010 Oct,18
Staff,Staff,-,40 - 49 Years Old,South Asian,2011 Oct,16
Staff,Staff,-,40 - 49 Years Old,South Asian,2012 Oct,20
Staff,Staff,-,40 - 49 Years Old,South Asian,2013 Oct,28
Staff,Staff,-,40 - 49 Years Old,South Asian,2014 Oct,27
Staff,Staff,-,40 - 49 Years Old,South Asian,2015 Oct,35
Staff,Staff,-,40 - 49 Years Old,South Asian,2016 Oct,31
Staff,Staff,-,40 - 49 Years Old,Unknown,2008 Oct,1
Staff,Staff,-,40 - 49 Years Old,Unknown,2009 Oct,1
Staff,Staff,-,40 - 49 Years Old,Unknown,2010 Oct,1
Staff,Staff,-,40 - 49 Years Old,Unknown,2011 Oct,1
Staff,Staff,-,40 - 49 Years Old,Unknown,2012 Oct,1
Staff,Staff,-,40 - 49 Years Old,Unknown,2013 Oct,3
Staff,Staff,-,40 - 49 Years Old,Unknown,2014 Oct,2
Staff,Staff,-,40 - 49 Years Old,White,2008 Oct,1145
Staff,Staff,-,40 - 49 Years Old,White,2009 Oct,1104
Staff,Staff,-,40 - 49 Years Old,White,2010 Oct,1063
Staff,Staff,-,40 - 49 Years Old,White,2011 Oct,992
Staff,Staff,-,40 - 49 Years Old,White,2012 Oct,1021
